mouse_symbol,mouse_ensembl,human_ensembl,orthology_type
Myo5b,ENSMUSG00000025885,ENSG00000167306,ortholog_one2one
Trim42,ENSMUSG00000032451,ENSG00000155890,ortholog_one2one
Chm,ENSMUSG00000025531,ENSG00000188419,ortholog_one2one
Defb18,ENSMUSG00000073735,ENSG00000214642,ortholog_one2one
Defb41,ENSMUSG00000067773,ENSG00000203970,ortholog_one2one
Tfap2d,ENSMUSG00000042596,ENSG00000008197,ortholog_one2one
Foxl2,ENSMUSG00000050397,ENSG00000183770,ortholog_one2one
Pkhd1,ENSMUSG00000043760,ENSG00000170927,ortholog_one2one
A4gnt,ENSMUSG00000037953,ENSG00000118017,ortholog_one2one
Mir711,ENSMUSG00000076142,ENSG00000284251,ortholog_one2one
Rabl3,ENSMUSG00000022827,ENSG00000144840,ortholog_one2one
Ucn2,ENSMUSG00000049699,ENSG00000145040,ortholog_one2one
Sox14,ENSMUSG00000053747,ENSG00000168875,ortholog_one2one
Cep120,ENSMUSG00000048799,ENSG00000168944,ortholog_one2one
Mir206,ENSMUSG00000065559,ENSG00000207604,ortholog_one2one
Mir133b,ENSMUSG00000065480,ENSG00000199080,ortholog_one2one
Il17a,ENSMUSG00000025929,ENSG00000112115,ortholog_one2one
Snora75,ENSMUSG00000064837,ENSG00000206885,ortholog_one2one
Gm55462,ENSMUSG00002076827,ENSG00000207280,ortholog_one2one
Snord82,ENSMUSG00000064823,ENSG00000202400,ortholog_one2one
Tex44,ENSMUSG00000036574,ENSG00000177673,ortholog_one2one
Tm4sf19,ENSMUSG00000079625,ENSG00000145107,ortholog_one2one
Tbx1,ENSMUSG00000009097,ENSG00000184058,ortholog_one2one
Cd40lg,ENSMUSG00000031132,ENSG00000102245,ortholog_one2one
Zmym3,ENSMUSG00000031310,ENSG00000147130,ortholog_one2one
Gm24338,ENSMUSG00000077393,ENSG00000207130,ortholog_one2one
Gm25484,ENSMUSG00000119395,ENSG00000206975,ortholog_one2one
Gm24641,ENSMUSG00000119199,ENSG00000206675,ortholog_one2one
Mars2,ENSMUSG00000046994,ENSG00000247626,ortholog_one2one
Kcnq5,ENSMUSG00000028033,ENSG00000185760,ortholog_one2one
Cdcp2,ENSMUSG00000047636,ENSG00000157211,ortholog_one2one
Gm24002,ENSMUSG00000089081,ENSG00000207462,ortholog_one2one
Scarf2,ENSMUSG00000012017,ENSG00000244486,ortholog_one2one
Ldlrad1,ENSMUSG00000070877,ENSG00000203985,ortholog_one2one
Dio1,ENSMUSG00000034785,ENSG00000211452,ortholog_one2one
Pcdha12,ENSMUSG00000103310,ENSG00000239389,ortholog_one2one
Plcl1,ENSMUSG00000038349,ENSG00000115896,ortholog_one2one
Gm55790,ENSMUSG00002075495,ENSG00000253010,ortholog_one2one
Rbbp8,ENSMUSG00000041238,ENSG00000101773,ortholog_one2one
Tmem200b,ENSMUSG00000070720,ENSG00000253304,ortholog_one2one
Mir128-1,ENSMUSG00000065520,ENSG00000207654,ortholog_one2one
Cadm2,ENSMUSG00000064115,ENSG00000175161,ortholog_one2one
Mir34a,ENSMUSG00000065493,ENSG00000284357,ortholog_one2one
Lct,ENSMUSG00000026354,ENSG00000115850,ortholog_one2one
Car6,ENSMUSG00000028972,ENSG00000131686,ortholog_one2one
Gm25064,ENSMUSG00000118764,ENSG00000207357,ortholog_one2one
2300009A05Rik,ENSMUSG00000032403,ENSG00000189227,ortholog_one2one
Gm24646,ENSMUSG00000087734,ENSG00000199886,ortholog_one2one
Gm25384,ENSMUSG00000088432,ENSG00000199646,ortholog_one2one
Gm55126,ENSMUSG00002075295,ENSG00000222915,ortholog_one2one
Gm25995,ENSMUSG00000093137,ENSG00000201296,ortholog_one2one
Pappa,ENSMUSG00000028370,ENSG00000182752,ortholog_one2one
Parp9,ENSMUSG00000022906,ENSG00000138496,ortholog_one2one
Apoa4,ENSMUSG00000032080,ENSG00000110244,ortholog_one2one
Mir30a,ENSMUSG00000065405,ENSG00000207827,ortholog_one2one
Mir30c-2,ENSMUSG00000065567,ENSG00000199094,ortholog_one2one
C130074G19Rik,ENSMUSG00000039349,ENSG00000162817,ortholog_one2one
Slc24a1,ENSMUSG00000034452,ENSG00000074621,ortholog_one2one
Mir488,ENSMUSG00000070103,ENSG00000202609,ortholog_one2one
Pappa2,ENSMUSG00000073530,ENSG00000116183,ortholog_one2one
Snora16a,ENSMUSG00002075525,ENSG00000274582,ortholog_one2one
Kbtbd13,ENSMUSG00000054978,ENSG00000234438,ortholog_one2one
Snora44,ENSMUSG00000064604,ENSG00000273544,ortholog_one2one
Snord99,ENSMUSG00000080615,ENSG00000221539,ortholog_one2one
Ankdd1a,ENSMUSG00000066510,ENSG00000166839,ortholog_one2one
Gm55296,ENSMUSG00002075396,ENSG00000199552,ortholog_one2one
Snora36b,ENSMUSG00002075146,ENSG00000222370,ortholog_one2one
Nubp1,ENSMUSG00000022503,ENSG00000103274,ortholog_one2one
4930523C07Rik,ENSMUSG00000090394,ENSG00000235750,ortholog_one2one
Mir194-1,ENSMUSG00000065581,ENSG00000207624,ortholog_one2one
Gm24099,ENSMUSG00000119614,ENSG00000200887,ortholog_one2one
Cdc25c,ENSMUSG00000044201,ENSG00000158402,ortholog_one2one
Gm23428,ENSMUSG00000084437,ENSG00000207012,ortholog_one2one
Gm55959,ENSMUSG00002076756,ENSG00000252373,ortholog_one2one
Trim71,ENSMUSG00000079259,ENSG00000206557,ortholog_one2one
Gm23889,ENSMUSG00000084638,ENSG00000201517,ortholog_one2one
Rps27rt,ENSMUSG00000050621,ENSG00000177954,ortholog_one2one
Col9a1,ENSMUSG00000026147,ENSG00000112280,ortholog_one2one
Mir190a,ENSMUSG00000076379,ENSG00000211137,ortholog_one2one
Hprt1,ENSMUSG00000025630,ENSG00000165704,ortholog_one2one
Tmem39a,ENSMUSG00000002845,ENSG00000176142,ortholog_one2one
Foxb1,ENSMUSG00000059246,ENSG00000171956,ortholog_one2one
Gcnt3,ENSMUSG00000032226,ENSG00000140297,ortholog_one2one
Gm24615,ENSMUSG00000065202,ENSG00000206649,ortholog_one2one
Mib1,ENSMUSG00000024294,ENSG00000101752,ortholog_one2one
Gm26017,ENSMUSG00000077597,ENSG00000253032,ortholog_one2one
Rraga,ENSMUSG00000070934,ENSG00000155876,ortholog_one2one
Trex2,ENSMUSG00000031372,ENSG00000183479,ortholog_one2one
Gpr50,ENSMUSG00000056380,ENSG00000102195,ortholog_one2one
Gm55733,ENSMUSG00002075369,ENSG00000212599,ortholog_one2one
Nkap,ENSMUSG00000016409,ENSG00000101882,ortholog_one2one
Pou4f3,ENSMUSG00000024497,ENSG00000091010,ortholog_one2one
Wdr72,ENSMUSG00000044976,ENSG00000166415,ortholog_one2one
Yipf5,ENSMUSG00000024487,ENSG00000145817,ortholog_one2one
Mir491,ENSMUSG00000070077,ENSG00000207609,ortholog_one2one
Gm55761,ENSMUSG00002074989,ENSG00000251906,ortholog_one2one
Gm55762,ENSMUSG00002076804,ENSG00000252634,ortholog_one2one
Gm55764,ENSMUSG00002074967,ENSG00000200942,ortholog_one2one
Gm23966,ENSMUSG00000119442,ENSG00000206983,ortholog_one2one
Zfp352,ENSMUSG00000070902,ENSG00000283039,ortholog_one2one
Eras,ENSMUSG00000031160,ENSG00000187682,ortholog_one2one
Ush2a,ENSMUSG00000026609,ENSG00000042781,ortholog_one2one
Xcr1,ENSMUSG00000060509,ENSG00000173578,ortholog_one2one
Slc4a9,ENSMUSG00000024485,ENSG00000113073,ortholog_one2one
Tusc1,ENSMUSG00000054000,ENSG00000198680,ortholog_one2one
Ccr3,ENSMUSG00000035448,ENSG00000183625,ortholog_one2one
Gm24796,ENSMUSG00000119654,ENSG00000202341,ortholog_one2one
Rnf223,ENSMUSG00000110404,ENSG00000237330,ortholog_one2one
Gm26224,ENSMUSG00000064440,ENSG00000310749,ortholog_one2one
Gm22489,ENSMUSG00000080463,ENSG00000221711,ortholog_one2one
Gm23212,ENSMUSG00000084667,ENSG00000310745,ortholog_one2one
Snord78,ENSMUSG00000077220,ENSG00000310744,ortholog_one2one
Gm50452,ENSMUSG00000065160,ENSG00000251878,ortholog_one2one
Snord47,ENSMUSG00000064968,ENSG00000310741,ortholog_one2one
Cfap57,ENSMUSG00000028730,ENSG00000243710,ortholog_one2one
Gm23032,ENSMUSG00000088620,ENSG00000252908,ortholog_one2one
Jrkl,ENSMUSG00000079083,ENSG00000183340,ortholog_one2one
Gm25814,ENSMUSG00000064688,ENSG00000251923,ortholog_one2one
Itm2a,ENSMUSG00000031239,ENSG00000078596,ortholog_one2one
Celsr3,ENSMUSG00000023473,ENSG00000008300,ortholog_one2one
Nrip1,ENSMUSG00000048490,ENSG00000180530,ortholog_one2one
Slc39a6,ENSMUSG00000024270,ENSG00000141424,ortholog_one2one
Gm25792,ENSMUSG00000065223,ENSG00000251954,ortholog_one2one
Tnfsf4,ENSMUSG00000026700,ENSG00000117586,ortholog_one2one
Tnfsf18,ENSMUSG00000066755,ENSG00000120337,ortholog_one2one
Heph,ENSMUSG00000031209,ENSG00000089472,ortholog_one2one
Brwd1,ENSMUSG00000022914,ENSG00000185658,ortholog_one2one
Gm23275,ENSMUSG00000077248,ENSG00000212269,ortholog_one2one
Kif20a,ENSMUSG00000003779,ENSG00000112984,ortholog_one2one
Ddi1,ENSMUSG00000047619,ENSG00000170967,ortholog_one2one
Mir199a-2,ENSMUSG00000070126,ENSG00000208024,ortholog_one2one
Mir214,ENSMUSG00000065516,ENSG00000283844,ortholog_one2one
Gm23097,ENSMUSG00000065382,ENSG00000207331,ortholog_one2one
Garin4,ENSMUSG00000091017,ENSG00000162771,ortholog_one2one
Mmp13,ENSMUSG00000050578,ENSG00000137745,ortholog_one2one
Gm55916,ENSMUSG00002074957,ENSG00000251773,ortholog_one2one
Mmp12,ENSMUSG00000049723,ENSG00000262406,ortholog_one2one
Arl4c,ENSMUSG00000049866,ENSG00000188042,ortholog_one2one
Rnu6-ps2,ENSMUSG00000119323,ENSG00000207083,ortholog_one2one
Mir101a,ENSMUSG00000065451,ENSG00000199135,ortholog_one2one
Hivep3,ENSMUSG00000028634,ENSG00000127124,ortholog_one2one
Mroh9,ENSMUSG00000071890,ENSG00000117501,ortholog_one2one
Gm22265,ENSMUSG00000119403,ENSG00000200972,ortholog_one2one
Edn2,ENSMUSG00000028635,ENSG00000127129,ortholog_one2one
Ccdc88b,ENSMUSG00000047810,ENSG00000168071,ortholog_one2one
Mir30c-1,ENSMUSG00000065490,ENSG00000207962,ortholog_one2one
Cd28,ENSMUSG00000026012,ENSG00000178562,ortholog_one2one
Gm24455,ENSMUSG00000065282,ENSG00000207145,ortholog_one2one
Gm24299,ENSMUSG00000088929,ENSG00000239195,ortholog_one2one
Ctla4,ENSMUSG00000026011,ENSG00000163599,ortholog_one2one
Gm22620,ENSMUSG00000064634,ENSG00000201541,ortholog_one2one
Gm24357,ENSMUSG00000064797,ENSG00000201410,ortholog_one2one
Mir199a-1,ENSMUSG00000065547,ENSG00000207752,ortholog_one2one
Icos,ENSMUSG00000026009,ENSG00000163600,ortholog_one2one
Padi6,ENSMUSG00000040935,ENSG00000276747,ortholog_one2one
Gm55971,ENSMUSG00002075578,ENSG00000212410,ortholog_one2one
Gm55600,ENSMUSG00002076293,ENSG00000207605,ortholog_one2one
Mir425,ENSMUSG00000065579,ENSG00000199032,ortholog_one2one
Gm22154,ENSMUSG00000065778,ENSG00000201457,ortholog_one2one
Catsperz,ENSMUSG00000050623,ENSG00000219435,ortholog_one2one
Pard3b,ENSMUSG00000052062,ENSG00000116117,ortholog_one2one
Tpo,ENSMUSG00000020673,ENSG00000115705,ortholog_one2one
Gnat1,ENSMUSG00000034837,ENSG00000114349,ortholog_one2one
Ube2d2a,ENSMUSG00000091896,ENSG00000131508,ortholog_one2one
Morf4l2,ENSMUSG00000031422,ENSG00000123562,ortholog_one2one
Smim39,ENSMUSG00000118272,ENSG00000284479,ortholog_one2one
Pou3f1,ENSMUSG00000090125,ENSG00000185668,ortholog_one2one
Gm56093,ENSMUSG00002075570,ENSG00000207156,ortholog_one2one
Sidt1,ENSMUSG00000022696,ENSG00000072858,ortholog_one2one
Mir205,ENSMUSG00000065533,ENSG00000284485,ortholog_one2one
Csmd2,ENSMUSG00000028804,ENSG00000121904,ortholog_one2one
Mbl2,ENSMUSG00000024863,ENSG00000165471,ortholog_one2one
Sall3,ENSMUSG00000024565,ENSG00000256463,ortholog_one2one
Mir29b-2,ENSMUSG00000065412,ENSG00000284203,ortholog_one2one
Mir29c,ENSMUSG00000065548,ENSG00000284214,ortholog_one2one
Cetn1,ENSMUSG00000050996,ENSG00000177143,ortholog_one2one
Socs6,ENSMUSG00000056153,ENSG00000170677,ortholog_one2one
Espnl,ENSMUSG00000049515,ENSG00000144488,ortholog_one2one
Cyp26a1,ENSMUSG00000024987,ENSG00000095596,ortholog_one2one
Acta2,ENSMUSG00000035783,ENSG00000107796,ortholog_one2one
Hmgb4,ENSMUSG00000048686,ENSG00000176256,ortholog_one2one
Fer1l5,ENSMUSG00000037432,ENSG00000249715,ortholog_one2one
Srfbp1,ENSMUSG00000024528,ENSG00000151304,ortholog_one2one
Lrfn4,ENSMUSG00000045045,ENSG00000173621,ortholog_one2one
Pou3f2,ENSMUSG00000095139,ENSG00000184486,ortholog_one2one
Hectd2,ENSMUSG00000041180,ENSG00000165338,ortholog_one2one
Epg5,ENSMUSG00000039840,ENSG00000152223,ortholog_one2one
L1cam,ENSMUSG00000031391,ENSG00000198910,ortholog_one2one
Mir26a-1,ENSMUSG00000065513,ENSG00000199075,ortholog_one2one
Pcdhga6,ENSMUSG00000103793,ENSG00000253731,ortholog_one2one
Gypc,ENSMUSG00000090523,ENSG00000136732,ortholog_one2one
Plekhm3,ENSMUSG00000051344,ENSG00000178385,ortholog_one2one
Gm56158,ENSMUSG00002075802,ENSG00000222524,ortholog_one2one
Gja10,ENSMUSG00000051056,ENSG00000135355,ortholog_one2one
Ctdp1,ENSMUSG00000033323,ENSG00000060069,ortholog_one2one
Dnaja3,ENSMUSG00000004069,ENSG00000103423,ortholog_one2one
Gm56102,ENSMUSG00002075273,ENSG00000283891,ortholog_one2one
Gpr62,ENSMUSG00000091735,ENSG00000180929,ortholog_one2one
Gm24016,ENSMUSG00000088351,ENSG00000238650,ortholog_one2one
Mos,ENSMUSG00000078365,ENSG00000172680,ortholog_one2one
Esyt3,ENSMUSG00000037681,ENSG00000158220,ortholog_one2one
Plag1,ENSMUSG00000003282,ENSG00000181690,ortholog_one2one
Ankrd13d,ENSMUSG00000005986,ENSG00000172932,ortholog_one2one
Sdr16c5,ENSMUSG00000028236,ENSG00000170786,ortholog_one2one
Gm24729,ENSMUSG00000088850,ENSG00000212187,ortholog_one2one
Gm22114,ENSMUSG00000119314,ENSG00000207198,ortholog_one2one
Npc1,ENSMUSG00000024413,ENSG00000141458,ortholog_one2one
Gm56181,ENSMUSG00002076201,ENSG00000206662,ortholog_one2one
Gm56189,ENSMUSG00002076708,ENSG00000222313,ortholog_one2one
Gm64043,ENSMUSG00000121572,ENSG00000291315,ortholog_one2one
Gm23344,ENSMUSG00000065752,ENSG00000200623,ortholog_one2one
Snord16a,ENSMUSG00000119388,ENSG00000199673,ortholog_one2one
Gm22571,ENSMUSG00000064918,ENSG00000280554,ortholog_one2one
Gm22455,ENSMUSG00000064514,ENSG00000199574,ortholog_one2one
Gm25235,ENSMUSG00000119049,ENSG00000199697,ortholog_one2one
Gm24289,ENSMUSG00000088254,ENSG00000252712,ortholog_one2one
Gm23423,ENSMUSG00000075958,ENSG00000252984,ortholog_one2one
Fcrlb,ENSMUSG00000070524,ENSG00000162746,ortholog_one2one
Gm25581,ENSMUSG00000065344,ENSG00000207110,ortholog_one2one
Snord14c,ENSMUSG00000119805,ENSG00000202252,ortholog_one2one
Snord14d,ENSMUSG00000118706,ENSG00000207118,ortholog_one2one
Snord14e,ENSMUSG00002076818,ENSG00000200879,ortholog_one2one
Bsx,ENSMUSG00000054360,ENSG00000188909,ortholog_one2one
Stk32a,ENSMUSG00000039954,ENSG00000169302,ortholog_one2one
Gm22850,ENSMUSG00000088339,ENSG00000222355,ortholog_one2one
Lrrd1,ENSMUSG00000040367,ENSG00000240720,ortholog_one2one
Topaz1,ENSMUSG00000094985,ENSG00000173769,ortholog_one2one
Gm25637,ENSMUSG00000088154,ENSG00000202513,ortholog_one2one
Gm56206,ENSMUSG00002076291,ENSG00000212314,ortholog_one2one
Gm22888,ENSMUSG00000089265,ENSG00000238300,ortholog_one2one
Gm24837,ENSMUSG00000089308,ENSG00000238886,ortholog_one2one
Hs6st2,ENSMUSG00000062184,ENSG00000171004,ortholog_one2one
Fzd1,ENSMUSG00000044674,ENSG00000157240,ortholog_one2one
Fsbp,ENSMUSG00000094595,ENSG00000265817,ortholog_one2one
Ankk1,ENSMUSG00000032257,ENSG00000170209,ortholog_one2one
Cetn2,ENSMUSG00000031347,ENSG00000147400,ortholog_one2one
Abca12,ENSMUSG00000050296,ENSG00000144452,ortholog_one2one
Eif4ebp3,ENSMUSG00000090264,ENSG00000243056,ortholog_one2one
2010003K11Rik,ENSMUSG00000042041,ENSG00000173237,ortholog_one2one
Gm54696,ENSMUSG00002076203,ENSG00000200198,ortholog_one2one
Ccdc71l,ENSMUSG00000090946,ENSG00000253276,ortholog_one2one
Gm25721,ENSMUSG00000088121,ENSG00000201737,ortholog_one2one
Spry4,ENSMUSG00000024427,ENSG00000187678,ortholog_one2one
Zar1,ENSMUSG00000063935,ENSG00000182223,ortholog_one2one
Vsig10l2,ENSMUSG00000098590,ENSG00000283703,ortholog_one2one
Pggt1b,ENSMUSG00000024477,ENSG00000164219,ortholog_one2one
Pate3,ENSMUSG00000094995,ENSG00000236027,ortholog_one2one
Cnga1,ENSMUSG00000067220,ENSG00000198515,ortholog_one2one
Or9q1,ENSMUSG00000054526,ENSG00000186509,ortholog_one2one
Camk2n2,ENSMUSG00000051146,ENSG00000163888,ortholog_one2one
Carhsp1,ENSMUSG00000008393,ENSG00000153048,ortholog_one2one
Gm23434,ENSMUSG00000087804,ENSG00000222320,ortholog_one2one
Ssr4,ENSMUSG00000002014,ENSG00000180879,ortholog_one2one
Arhgap19,ENSMUSG00000025154,ENSG00000213390,ortholog_one2one
Hrct1,ENSMUSG00000071001,ENSG00000196196,ortholog_one2one
Ccin,ENSMUSG00000070999,ENSG00000185972,ortholog_one2one
Zfp804b,ENSMUSG00000092094,ENSG00000182348,ortholog_one2one
Dspp,ENSMUSG00000053268,ENSG00000152591,ortholog_one2one
Foxe1,ENSMUSG00000070990,ENSG00000178919,ortholog_one2one
Mepe,ENSMUSG00000053863,ENSG00000152595,ortholog_one2one
Gm56250,ENSMUSG00002076592,ENSG00000201287,ortholog_one2one
Gm24097,ENSMUSG00000119653,ENSG00000206866,ortholog_one2one
Wdr36,ENSMUSG00000038299,ENSG00000134987,ortholog_one2one
Gm55032,ENSMUSG00002076468,ENSG00000201436,ortholog_one2one
Synj1,ENSMUSG00000022973,ENSG00000159082,ortholog_one2one
Gm24086,ENSMUSG00000092912,ENSG00000212221,ortholog_one2one
Gm25609,ENSMUSG00000077207,ENSG00000207459,ortholog_one2one
Or13f5,ENSMUSG00000089717,ENSG00000186881,ortholog_one2one
Gm26206,ENSMUSG00000064842,ENSG00000200814,ortholog_one2one
Gm22985,ENSMUSG00000084703,ENSG00000199313,ortholog_one2one
Slc18a2,ENSMUSG00000025094,ENSG00000165646,ortholog_one2one
Gm22557,ENSMUSG00000088429,ENSG00000207208,ortholog_one2one
Gm56275,ENSMUSG00002075947,ENSG00000202532,ortholog_one2one
Lrrc66,ENSMUSG00000067206,ENSG00000188993,ortholog_one2one
Gm25280,ENSMUSG00000087894,ENSG00000202199,ortholog_one2one
Foxd3,ENSMUSG00000067261,ENSG00000187140,ortholog_one2one
Serpinb13,ENSMUSG00000048775,ENSG00000197641,ortholog_one2one
Scn2b,ENSMUSG00000070304,ENSG00000149575,ortholog_one2one
Ccdc172,ENSMUSG00000025090,ENSG00000182645,ortholog_one2one
Cdkn2a,ENSMUSG00000044303,ENSG00000147889,ortholog_one2one
Tmprss4,ENSMUSG00000032091,ENSG00000137648,ortholog_one2one
Ocrl,ENSMUSG00000001173,ENSG00000122126,ortholog_one2one
Atp5f1a,ENSMUSG00000025428,ENSG00000152234,ortholog_one2one
Smim35,ENSMUSG00000091996,ENSG00000255274,ortholog_one2one
Cfap99,ENSMUSG00000109572,ENSG00000206113,ortholog_one2one
Plscr5,ENSMUSG00000095654,ENSG00000231213,ortholog_one2one
Sufu,ENSMUSG00000025231,ENSG00000107882,ortholog_one2one
Gm23856,ENSMUSG00000089005,ENSG00000251980,ortholog_one2one
Gpr45,ENSMUSG00000041907,ENSG00000135973,ortholog_one2one
Or13d1,ENSMUSG00000070983,ENSG00000179055,ortholog_one2one
Amigo3,ENSMUSG00000032593,ENSG00000176020,ortholog_one2one
Snord21,ENSMUSG00000064453,ENSG00000206680,ortholog_one2one
Gm26387,ENSMUSG00000077426,ENSG00000207523,ortholog_one2one
Npbwr1,ENSMUSG00000033774,ENSG00000288611,ortholog_one2one
Gm22847,ENSMUSG00000088332,ENSG00000252561,ortholog_one2one
Xirp1,ENSMUSG00000079243,ENSG00000168334,ortholog_one2one
Gm56265,ENSMUSG00002076534,ENSG00000276730,ortholog_one2one
Cited4,ENSMUSG00000070803,ENSG00000179862,ortholog_one2one
Gm24044,ENSMUSG00000065041,ENSG00000206760,ortholog_one2one
Snora62,ENSMUSG00000064925,ENSG00000202363,ortholog_one2one
Son,ENSMUSG00000022961,ENSG00000159140,ortholog_one2one
Gm56230,ENSMUSG00002076858,ENSG00000252711,ortholog_one2one
Cngb3,ENSMUSG00000056494,ENSG00000170289,ortholog_one2one
Cnbd1,ENSMUSG00000073991,ENSG00000176571,ortholog_one2one
Gm25457,ENSMUSG00000118759,ENSG00000207068,ortholog_one2one
Atp1a4,ENSMUSG00000007107,ENSG00000132681,ortholog_one2one
Pdx1,ENSMUSG00000029644,ENSG00000139515,ortholog_one2one
Mir34c,ENSMUSG00000065587,ENSG00000207562,ortholog_one2one
Mir34b,ENSMUSG00000065492,ENSG00000207811,ortholog_one2one
Aadacl3,ENSMUSG00000078507,ENSG00000188984,ortholog_one2one
Pou2af3,ENSMUSG00000079559,ENSG00000214290,ortholog_one2one
Pigm,ENSMUSG00000050229,ENSG00000143315,ortholog_one2one
Pou2af2,ENSMUSG00000036027,ENSG00000150750,ortholog_one2one
Gm25663,ENSMUSG00000088323,ENSG00000238754,ortholog_one2one
Stn1,ENSMUSG00000042694,ENSG00000107960,ortholog_one2one
Nhsl2,ENSMUSG00000079481,ENSG00000204131,ortholog_one2one
Rgs1,ENSMUSG00000026358,ENSG00000090104,ortholog_one2one
Gak,ENSMUSG00000062234,ENSG00000178950,ortholog_one2one
Mmp3,ENSMUSG00000043613,ENSG00000149968,ortholog_one2one
Ercc4,ENSMUSG00000022545,ENSG00000175595,ortholog_one2one
Mmp20,ENSMUSG00000018620,ENSG00000137674,ortholog_one2one
Nlgn3,ENSMUSG00000031302,ENSG00000196338,ortholog_one2one
Rgs21,ENSMUSG00000098509,ENSG00000253148,ortholog_one2one
Mmp7,ENSMUSG00000018623,ENSG00000137673,ortholog_one2one
Gm56327,ENSMUSG00002075314,ENSG00000222067,ortholog_one2one
Crtam,ENSMUSG00000032021,ENSG00000109943,ortholog_one2one
Sf3b2,ENSMUSG00000024853,ENSG00000087365,ortholog_one2one
Or10j5,ENSMUSG00000037924,ENSG00000184155,ortholog_one2one
Foxd2,ENSMUSG00000055210,ENSG00000186564,ortholog_one2one
Foxe3,ENSMUSG00000044518,ENSG00000186790,ortholog_one2one
Cldn25,ENSMUSG00000105298,ENSG00000228607,ortholog_one2one
Igsf1,ENSMUSG00000031111,ENSG00000147255,ortholog_one2one
Gm22479,ENSMUSG00000084515,ENSG00000222363,ortholog_one2one
Mir100,ENSMUSG00000093011,ENSG00000207994,ortholog_one2one
Mir125b-1,ENSMUSG00000093354,ENSG00000207971,ortholog_one2one
Gm24067,ENSMUSG00000077702,ENSG00000209645,ortholog_one2one
Gm23008,ENSMUSG00000089571,ENSG00000238531,ortholog_one2one
Ackr1,ENSMUSG00000037872,ENSG00000213088,ortholog_one2one
Gm24666,ENSMUSG00000089562,ENSG00000252639,ortholog_one2one
Rasef,ENSMUSG00000043003,ENSG00000165105,ortholog_one2one
Tmem30b,ENSMUSG00000034435,ENSG00000182107,ortholog_one2one
B3gnt5,ENSMUSG00000022686,ENSG00000176597,ortholog_one2one
Gm23312,ENSMUSG00000089399,ENSG00000206802,ortholog_one2one
Rnf212,ENSMUSG00000055385,ENSG00000178222,ortholog_one2one
Or6p1,ENSMUSG00000051509,ENSG00000197532,ortholog_one2one
Pcp4,ENSMUSG00000090223,ENSG00000183036,ortholog_one2one
Wdr64,ENSMUSG00000026523,ENSG00000162843,ortholog_one2one
Fam13b,ENSMUSG00000036501,ENSG00000031003,ortholog_one2one
Fndc10,ENSMUSG00000074738,ENSG00000228594,ortholog_one2one
Dnajb11,ENSMUSG00000004460,ENSG00000090520,ortholog_one2one
Tas1r3,ENSMUSG00000029072,ENSG00000169962,ortholog_one2one
B3galt6,ENSMUSG00000050796,ENSG00000176022,ortholog_one2one
Mir200a,ENSMUSG00000065400,ENSG00000207607,ortholog_one2one
Mir200b,ENSMUSG00000065549,ENSG00000207730,ortholog_one2one
Ccdc24,ENSMUSG00000078588,ENSG00000159214,ortholog_one2one
Marco,ENSMUSG00000026390,ENSG00000019169,ortholog_one2one
Adra2c,ENSMUSG00000045318,ENSG00000184160,ortholog_one2one
Cyp2c55,ENSMUSG00000025002,ENSG00000108242,ortholog_one2one
Ccdc185,ENSMUSG00000043429,ENSG00000178395,ortholog_one2one
Socs1,ENSMUSG00000038037,ENSG00000185338,ortholog_one2one
Mroh7,ENSMUSG00000047502,ENSG00000184313,ortholog_one2one
Olig2,ENSMUSG00000039830,ENSG00000205927,ortholog_one2one
Cdk5r2,ENSMUSG00000090071,ENSG00000171450,ortholog_one2one
Cryba2,ENSMUSG00000006546,ENSG00000163499,ortholog_one2one
Zbtb11,ENSMUSG00000022601,ENSG00000066422,ortholog_one2one
Ltbp3,ENSMUSG00000024940,ENSG00000168056,ortholog_one2one
Mir375,ENSMUSG00000065616,ENSG00000198973,ortholog_one2one
Slc23a3,ENSMUSG00000026205,ENSG00000213901,ortholog_one2one
Pclo,ENSMUSG00000061601,ENSG00000186472,ortholog_one2one
Piga,ENSMUSG00000031381,ENSG00000165195,ortholog_one2one
Kti12,ENSMUSG00000073775,ENSG00000198841,ortholog_one2one
Mir761,ENSMUSG00000076444,ENSG00000283899,ortholog_one2one
Ifnb1,ENSMUSG00000048806,ENSG00000171855,ortholog_one2one
Vps26c,ENSMUSG00000022898,ENSG00000157538,ortholog_one2one
Axdnd1,ENSMUSG00000026601,ENSG00000162779,ortholog_one2one
Klhl9,ENSMUSG00000070923,ENSG00000198642,ortholog_one2one
