"gene","3_38_F","3_39_F","3_10_M","3_11_M","3_8_M","3_9_M","18_46_F","18_47_F","18_45_M","18_53_M","24_58_M","24_59_M","24_60_M","24_61_M"
"Slc25a18",164,0,0,49,111,0,0,0,1,0,7,0,0,0
"Slc25a19",1449,670,702,1074,751,153,623,1928,2862,475,966,5939,2424,1903
"Slc25a2",0,0,35,0,60,0,0,0,0,0,0,0,1016,0
"Slc25a20",865,1254,747,16,895,140,1810,1982,3685,1164,585,360,516,209
"Slc25a21",96,120,0,0,272,1,386,239,0,0,0,156,0,0
"Slc25a22",173,386,522,5,719,29,253,1126,145,152,564,2257,38,1257
"Slc25a23",54,12,3,41,360,1,475,155,0,318,117,63,127,51
"Slc25a24",1506,819,548,47,3526,168,1104,978,873,83,2577,1045,135,2236
"Slc25a25",1495,3704,2056,319,4221,165,1364,4783,786,1363,1371,171,1008,2860
"Slc25a26",1,0,333,0,225,0,0,484,10,171,0,0,0,0
"Slc25a27",53,68,29,0,184,1,706,168,277,229,147,634,287,126
"Slc25a28",657,649,301,481,1111,46,758,490,203,96,606,44,326,978
"Slc25a29",852,1765,1,0,381,0,69,4,0,5421,550,0,2193,0
"Slc25a3",27204,20078,6922,7410,18686,3127,38258,21916,53850,50227,86922,65836,81858,67053
"Slc25a30",343,0,107,1,268,2,0,406,0,39,0,0,177,5
"Slc25a31",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc25a32",181,512,244,306,1715,178,179,427,0,73,300,1,40,662
"Slc25a33",2764,2913,498,0,1124,50,3463,2756,891,749,1440,2196,3083,249
"Slc25a34",283,0,0,0,80,0,28,0,0,0,92,0,0,0
"Slc25a35",595,648,429,1117,1439,123,374,89,2957,207,0,123,0,1305
"Slc25a36",84,165,148,1,1348,142,1,129,0,40,0,0,2,176
"Slc25a37",60,398,69,257,827,47,1128,1134,0,322,170,69,2340,489
"Slc25a38",1439,595,505,0,865,429,1757,1303,0,473,1136,233,694,5233
"Slc25a39",6891,4912,4156,3113,7703,753,7032,9927,13202,25831,1961,8273,6099,4309
"Slc25a4",25429,16400,10617,7584,22508,3015,38915,26704,48588,38701,51038,23875,33652,26657
"Slc25a40",19,83,136,0,719,7,180,25,32,74,161,82,0,14
"Slc25a41",0,0,0,0,0,0,0,0,4,0,0,0,0,0
"Slc25a42",7,0,106,16,149,0,0,16,0,0,77,0,0,0
"Slc25a43",0,0,0,0,1,0,0,19,0,0,0,0,0,0
"Slc25a44",172,1472,324,168,261,261,288,1965,2027,0,32,157,0,0
"Slc25a45",1,0,150,0,394,47,13,10,0,181,0,0,0,211
"Slc25a46",1029,1606,1239,0,2292,56,815,2707,0,121,425,132,2286,821
"Slc25a47",32,1656,8,0,0,94,0,6,11,0,0,115,0,102
"Slc25a48",0,0,0,0,0,0,0,0,0,0,414,0,0,1
"Slc25a5",47879,53503,11155,15846,20367,3295,69236,49650,90937,45947,150410,75626,85726,76250
"Slc26a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc26a10",0,0,0,0,276,67,217,0,0,323,0,217,0,0
"Slc26a11",1086,292,33,266,587,143,826,379,4011,282,1912,412,0,678
"Slc26a2",566,565,412,0,2018,285,375,0,4,4,576,208,0,1063
"Slc26a3",0,0,0,0,0,0,0,0,12,0,0,0,0,0
"Slc26a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc26a5",0,10,0,0,0,0,0,0,0,0,0,0,0,0
"Slc26a6",277,65,107,85,142,0,5,0,0,0,0,67,1,0
"Slc26a7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc26a9",49,0,0,0,75,0,0,348,714,0,0,0,0,0
"Slc27a1",2,1023,603,1237,535,22,447,276,0,612,236,353,0,943
"Slc27a2",0,0,0,2,0,0,112,0,0,9,0,0,0,2
"Slc27a3",1649,277,38,5,1946,133,1519,1564,8506,0,315,941,567,704
"Slc27a4",571,423,440,0,600,1,298,1048,4,1220,1262,0,1,417
"Slc27a5",1,118,39,1,108,0,0,0,0,2,0,0,0,0
"Slc27a6",0,0,0,0,202,0,0,0,0,0,0,0,0,0
"Slc28a1",0,2,3,0,74,57,0,0,0,37,0,0,0,0
"Slc28a2",1,0,4,0,126,0,0,28,0,0,0,0,0,0
"Slc28a3",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc29a1",32740,27889,15043,8266,32977,2805,48348,29335,8460,38970,13626,167633,30055,39722
